Date_Time,Vegetables,Fruit,Protein,Dessert,Starch,Other
2019-03-21 13:54:58,0.1669095949,0.0939,0.2229917220592,0.117431,0.058,0.0401
2019-10-11 23:50:09,0.1838091575,0.13396,0.1565613095242,0.145818,0.167,0.0611
2018-11-01 07:26:58,0.1877471066,0.12021,0.2560482473678,0.148239,0.136,0.04
2019-04-02 23:52:06,0.1479556743,0.04469,0.2083771734754,0.123652,0.095,0.0307
2019-07-16 17:04:03,0.1338392261,0.0958,0.1884042926925,0.148577,0.04,0.0328
2018-12-30 02:56:59,0.1741048443,0.07891,0.2551826807742,0.152971,0.269,0.0699
2018-07-28 17:16:17,0.1625661446,0.10947,0.1773355264249,0.135488,0.226,0.0461
2018-05-25 05:30:31,0.1736324874,0.08731,0.2058385994397,0.117136,0.104,0.0378
2018-01-31 02:11:10,0.1382954975,0.11217,0.2509609694898,0.155529,0.301,0.0412
2018-06-09 22:02:07,0.1760831979,0.11426,0.248833825191,0.136729,0.218,0.0739
2018-01-12 21:59:06,0.1661520064,0.10861,0.1811786906686,0.139977,0.149,0.0738
2017-11-05 05:25:17,0.1679799313,0.09791,0.252860081139,0.142767,0.2,0.0625
2018-05-20 23:30:23,0.1472987729,0.10235,0.222591905835,0.135926,0.042,0.0344
2017-11-05 11:37:00,0.1535815544,0.1011,0.2412520817739,0.150717,0.056,0.027
2019-03-15 21:09:20,0.1789367352,0.0749,0.1557591493483,0.12668,0.275,0.0603
2019-02-13 05:57:29,0.1649996324,0.10777,0.2447434706468,0.138579,0.134,0.0472
2019-01-01 03:13:55,0.137775951,0.11028,0.2276481690084,0.141567,0.194,0.0908
2018-05-13 11:44:40,0.1674364404,0.11093,0.2100179301167,0.140906,0.156,0.0457
2019-06-16 07:58:57,0.1602651423,0.06999,0.2542212745107,0.142504,0.284,0.0526
2018-07-30 16:55:55,0.1520546015,0.119,0.1969691303571,0.144585,0.125,0.0821
2019-06-28 17:30:22,0.1736819643,0.12865,0.1903603947038,0.138119,0.25,0.0281
2018-08-26 13:35:51,0.1738557611,0.07262,0.2317523020985,0.124485,0.131,0.0632
2018-05-14 14:21:14,0.1702777917,0.05437,0.152238808147,0.130991,0.089,0.027
2019-02-08 15:23:27,0.1582508024,0.10051,0.2704035554998,0.138935,0.131,0.0419
2017-11-15 04:13:08,0.14705921,0.08618,0.2223378716606,0.143988,0.18,0.0497
2018-09-17 14:41:51,0.1608893156,0.0975,0.2289926943547,0.141308,0.151,0.0484
2019-05-29 08:00:15,0.1688613672,0.11206,0.2564683710571,0.131849,0.252,0.0697
2018-08-15 21:17:04,0.1717651615,0.11518,0.2086918479292,0.141602,0.049,0.0798
2019-10-08 14:15:05,0.1207021985,0.07081,0.2307314752667,0.141369,0.16,0.0549
2018-01-15 23:14:17,0.1814244122,0.08002,0.2648355470767,0.137036,0.132,0.059
2018-12-31 10:17:07,0.1716624489,0.0946,0.1748153866556,0.121324,0.118,0.0335
2018-07-09 12:28:15,0.1504917082,0.09154,0.2320080900228,0.146918,0.167,0.0695
2019-02-20 19:01:33,0.1803827638,0.14546,0.2402444034729,0.15436,0.162,0.0262
2017-11-18 13:28:57,0.166778962,0.10025,0.2660095838518,0.138571,0.21,0.0182
2018-05-16 20:25:13,0.1530879378,0.08134,0.2575605231837,0.116092,0.207,0.0221
2018-06-30 19:56:30,0.1509318596,0.06974,0.2427918235411,0.138022,0.284,0.0419
2019-04-29 20:30:58,0.1911955262,0.08972,0.2131237070693,0.13233,0.195,0.0462
2019-04-29 21:52:46,0.1927201989,0.09118,0.2226549297578,0.134186,0.228,0.0763
2018-08-10 09:28:12,0.164088053,0.09933,0.2220823644575,0.152366,0.177,0.0824
2018-07-06 07:30:40,0.1779699806,0.1545,0.2806588443246,0.154855,0.158,0.0687
2019-09-25 12:19:18,0.1413178659,0.11532,0.2432692842848,0.156017,0.161,0.0649
2018-06-07 12:32:30,0.1959590414,0.12785,0.2599465294119,0.127224,0.178,0.0489
2018-03-21 00:38:09,0.1627684948,0.06946,0.2161386365587,0.136847,0.269,0.0736
2019-07-28 19:16:56,0.1529893888,0.09907,0.2136741839224,0.135174,0.166,0.0895
2018-04-13 12:26:57,0.1755227905,0.14092,0.2205615847779,0.127753,0.204,0.0416
2018-05-17 00:07:38,0.1545818462,0.11618,0.2242512851217,0.127785,0.301,0.0465
2018-03-17 18:31:17,0.1630426942,0.0998,0.2394492987061,0.148998,0.15,0.042
2019-10-19 20:44:31,0.1341307535,0.08986,0.288885840506,0.159037,0.154,0.0655
2018-11-15 16:50:59,0.1817519,0.08424,0.2447082684833,0.144767,0.242,0.0521
2018-02-22 05:59:10,0.1573252275,0.08989,0.2117572423793,0.139061,0.261,0.0387
2018-07-12 07:58:52,0.147688783,0.12679,0.199282148368,0.137045,0.263,0.0548
2019-04-09 23:51:59,0.1868477362,0.09345,0.2143503323514,0.151707,0.236,0.0426
2018-07-27 05:17:22,0.1631072771,0.10012,0.2222601535448,0.13118,0.21,0.0189
2019-06-25 15:19:18,0.148624028,0.06603,0.2488293621224,0.130369,0.243,0.0396
2018-05-12 12:48:01,0.1615516137,0.10214,0.2723498885998,0.153587,0.164,0.0324
2019-08-27 01:24:54,0.1443558195,0.06614,0.2125054282582,0.159632,0.32,0.0521
2019-03-21 03:45:25,0.1547975749,0.08356,0.2075969574662,0.134683,0.127,0.0107
2018-01-17 21:00:05,0.1294567418,0.10278,0.2293846822024,0.128336,0.163,-0.0025
2018-07-21 03:57:16,0.1457235567,0.11956,0.2107646384938,0.116006,0.355,0.0292
2018-03-21 01:26:31,0.1598782375,0.11274,0.2586587508973,0.1261,0.115,0.0688
2018-09-19 18:20:21,0.1611290135,0.11204,0.2418757938287,0.154898,0.246,0.0688
2018-07-12 17:14:34,0.1698733458,0.08613,0.2423206141461,0.130375,0.26,0.0696
2018-08-30 20:38:55,0.17891133,0.09937,0.2003818852921,0.150387,0.247,0.0375
2018-06-06 04:50:24,0.1726495299,0.10447,0.229873324438,0.154828,0.357,-0.0053
2019-08-26 00:57:51,0.1753265411,0.07708,0.2018426341484,0.129887,0.111,0.055
2017-11-28 17:22:59,0.2052641778,0.06951,0.2499446292633,0.132879,0.245,0.0736
2018-06-12 06:47:48,0.1691677753,0.11202,0.2258673887765,0.155996,0.117,0.0661
2019-08-23 04:11:40,0.1481662146,0.0929,0.2331136569247,0.133573,0.11,0.0936
2018-05-01 11:53:10,0.1795519059,0.11848,0.2469503884753,0.146292,0.246,0.0339
2017-11-27 09:17:44,0.1780445099,0.07008,0.2389514891336,0.132193,0.142,0.0559
2018-02-03 14:19:11,0.1808424557,0.10016,0.1899736943416,0.15524,0.171,0.0378
2019-07-07 17:35:30,0.175218705,0.09467,0.2344248205734,0.129493,0.128,0.0262
2019-06-22 00:06:20,0.1611786122,0.0747,0.1467032198692,0.120467,0.251,0.0518
2019-08-14 00:54:54,0.1390597724,0.06732,0.2116022171461,0.142892,0.162,0.0857
2019-01-09 15:12:50,0.2019231142,0.08829,0.2290250566251,0.115593,0.173,0.086
2018-01-30 15:09:47,0.158250768,0.1148,0.2487398903653,0.126571,0.042,0.0055
2018-05-01 16:44:44,0.1676701284,0.11787,0.249254798391,0.16235,0.311,0.0734
2018-03-22 17:59:47,0.1663028904,0.12042,0.2029230179928,0.15209,0.089,0.031
2019-04-12 05:21:08,0.1687596645,0.07223,0.1624604196031,0.132324,0.119,0.0307
2018-07-19 19:05:12,0.1642650242,0.14159,0.1944232791776,0.133562,0.254,0.076
2019-06-25 05:16:34,0.1504995333,0.10882,0.2545388427061,0.145668,0.276,0.0806
2018-05-09 01:23:53,0.1163535367,0.14509,0.187585134789,0.163039,0.214,0.0512
2017-12-12 04:40:48,0.1233220495,0.13957,0.1920339521953,0.152429,0.17,0.0465
2019-09-25 14:14:05,0.1720875668,0.1134,0.1992542734046,0.140009,0.177,0.0866
2018-01-16 17:45:00,0.1953018541,0.08494,0.181179985408,0.13225,0.114,0.0386
2019-08-04 08:10:57,0.1556766804,0.10092,0.2263555536128,0.13441,0.258,0.0511
2018-01-16 20:19:07,0.1582013298,0.0874,0.2160013454809,0.126491,0.011,0.0126
2018-04-20 15:30:49,0.1531678333,0.09707,0.2653931665876,0.164115,0.009,0.0445
2018-08-08 19:54:11,0.1512592651,0.11449,0.2532219084979,0.1218,0.05,0.0855
2018-04-22 05:03:16,0.1661095328,0.12913,0.2472936495395,0.136246,0.223,0.0975
2019-02-03 15:40:10,0.1796924908,0.0456,0.2318715235458,0.143934,0.153,0.0574
2019-09-12 23:24:27,0.1698689267,0.08392,0.2201595013961,0.169452,0.208,0.0624
2018-09-27 06:17:08,0.1558038633,0.09872,0.1945008521933,0.14889,0.195,-0.0053
2019-09-12 05:12:56,0.1714360357,0.12573,0.2163023713695,0.14856,0.139,0.0758
2019-07-30 05:01:04,0.1306235312,0.07819,0.2242346819074,0.130503,0.161,0.0722
2018-10-21 05:07:46,0.1476391391,0.04279,0.2357517610283,0.136341,0.166,0.018
2018-09-14 16:16:39,0.1633785828,0.11462,0.1626149157197,0.143685,0.316,0.0366
2018-10-13 14:29:57,0.1496034759,0.09856,0.2145951171544,0.143929,0.111,0.0561
2017-12-02 07:47:39,0.176252806,0.06448,0.2460050929775,0.128756,0.244,-0.017
2018-07-08 13:16:18,0.1780949546,0.10376,0.260632144665,0.13679,0.26,0.0557
2018-12-15 16:11:41,0.1531917573,0.11735,0.194333787433,0.141057,0.212,0.0539
2019-04-16 17:45:20,0.1890476893,0.07561,0.2364967172849,0.142226,0.186,0.0644
2018-09-25 07:38:53,0.1261598936,0.09437,0.2563276754356,0.138994,0.221,0.0843
2019-02-24 20:40:58,0.125282278,0.11365,0.2293177416444,0.134828,0.202,0.067
2018-08-29 09:39:54,0.1446988312,0.10066,0.1749655810671,0.128468,0.196,0.093
2018-03-18 21:55:27,0.1499319637,0.15344,0.2017061995614,0.143421,0.181,-0.0163
2018-05-17 08:16:10,0.1691110544,0.13094,0.222444617204,0.145315,0.05,0.032
2018-02-08 21:25:26,0.1736791582,0.07822,0.2086610625361,0.152506,0.243,0.0244
2018-09-21 03:20:52,0.1465994153,0.10359,0.2378003332968,0.139538,0.175,0.0662
2018-08-13 10:42:16,0.1407754532,0.09283,0.2149824332848,0.15048,0.275,0.0593
2018-10-19 08:15:00,0.1542845761,0.14787,0.190887525446,0.121132,0.16,0.0642
2018-03-19 02:45:51,0.1803117992,0.05512,0.1997843350432,0.127374,0.151,0.0541
2019-09-09 14:10:36,0.1613584434,0.14559,0.2803496501695,0.119963,0.063,0.0292
2017-12-11 23:53:18,0.1348020895,0.08937,0.2022306756082,0.147713,0.101,0.0886
2019-10-25 12:46:20,0.1838096707,0.13019,0.2395684013308,0.119201,0.203,0.0655
2018-04-07 18:38:27,0.144324778,0.13694,0.2112348533555,0.153767,0.231,0.07
2019-01-30 04:58:35,0.1717242076,0.09165,0.2879683880221,0.113504,0.112,0.0699
2019-05-15 22:56:29,0.1507937443,0.08235,0.2311181954939,0.14633,0.171,0.0628
2019-03-24 14:01:42,0.1427822374,0.116,0.2797831150943,0.149842,0.197,0.0503
2019-10-13 13:27:47,0.1558846756,0.07881,0.2565188449749,0.147944,0.166,0.035
2018-11-19 17:47:19,0.1848033964,0.09498,0.2308085414133,0.137438,0.167,0.045
2019-06-22 11:50:10,0.1748610031,0.13193,0.2236932848136,0.153601,0.194,0.071
2019-07-21 16:44:36,0.1581094586,0.08396,0.2370773655956,0.147399,0.221,0.0392
2019-08-23 15:52:04,0.1841948445,0.13462,0.1733891243305,0.143676,0.252,0.0301
2018-08-02 02:59:46,0.187362726,0.0878,0.1777050148019,0.138358,0.237,0.0657
2018-04-07 04:10:14,0.1691280167,0.06922,0.2078874147079,0.144767,0.111,0.0718
2019-07-06 09:54:52,0.1807266617,0.0777,0.2326460550259,0.127056,0.141,0.0014
2018-08-07 05:55:50,0.1228633737,0.08675,0.2435797247417,0.142008,0.261,0.0932
2019-04-16 09:06:48,0.1893047336,0.10764,0.266205816594,0.13059,0.296,0.0582
2018-09-16 15:30:06,0.129751159,0.06925,0.242240115833,0.114325,-0.047,0.0974
2018-04-06 01:28:27,0.1614874353,0.0723,0.1936794723352,0.151994,0.242,0.0348
2019-02-09 12:43:18,0.1475338757,0.08828,0.2777933155066,0.145061,0.065,0.0287
2017-12-31 17:35:25,0.1466362933,0.11671,0.2044510587354,0.127213,0.259,0.0663
2019-08-21 07:53:25,0.1574779184,0.12484,0.223954477153,0.134168,0.195,-0.004
2018-02-25 14:05:58,0.1416185902,0.08708,0.2355698113891,0.149428,0.058,0.085
2019-06-02 06:34:04,0.1528878593,0.09295,0.1906272612183,0.133315,0.21,0.054
2019-01-31 11:53:28,0.1008122764,0.09736,0.2320821445492,0.131945,0.23,0.0761
2019-01-13 15:32:10,0.1461090846,0.10727,0.2077729653501,0.138393,0.198,0.0776
2018-12-31 04:07:41,0.1684597275,0.12765,0.2352548787627,0.140173,0.277,0.0828
2019-02-08 21:29:17,0.1455185878,0.12929,0.2477522514677,0.124831,0.183,0.0736
2019-01-24 14:20:52,0.1654168331,0.09864,0.2669472557563,0.122223,0.246,0.041
2018-02-09 18:54:26,0.1712719846,0.07706,0.2017306454373,0.130668,0.284,0.0143
2019-06-02 14:23:23,0.1612312985,0.07782,0.1992047560022,0.133901,0.272,0.0102
2017-11-19 14:30:16,0.1438140647,0.14061,0.2151222001402,0.158559,0.25,0.0204
2018-05-30 21:31:05,0.1735518389,0.09581,0.2386310486871,0.129419,0.143,0.0475
2018-05-28 03:22:40,0.1440444413,0.0576,0.2292779314897,0.159488,0.184,0.071
2017-11-05 05:41:18,0.1452003655,0.09116,0.242731216442,0.130221,0.289,0.0123
2018-08-08 21:28:14,0.1792236714,0.11318,0.2570883768438,0.14276,0.193,0.0424
2019-05-17 01:12:44,0.1385809483,0.10006,0.2647562821288,0.165036,0.141,0.0529
2019-02-18 14:23:09,0.1567413052,0.07073,0.2650306256747,0.141465,0.189,0.0531
2019-04-10 00:05:56,0.137938889,0.12502,0.2892861180315,0.147736,0.133,0.0781
2018-02-17 09:01:59,0.163262922,0.13392,0.2335397135496,0.118375,0.228,0.0521
2018-04-13 18:21:03,0.1666759813,0.07477,0.2265657976759,0.124832,0.221,0.0749
2019-01-02 16:01:02,0.161485201,0.06573,0.2343839242366,0.131565,0.216,0.0125
2018-01-30 10:08:46,0.1130319897,0.06156,0.1831737019516,0.135825,0.19,0.0122
2018-12-20 17:36:25,0.1787711947,0.10037,0.1728790096537,0.11396,0.232,0.0361
2018-10-17 06:32:20,0.1643995049,0.10341,0.313185233028,0.149562,0.138,0.0437
2017-12-31 22:26:00,0.1470414558,0.12651,0.2563212197914,0.147421,0.262,0.0585
2019-06-23 22:45:15,0.1837752005,0.10381,0.1995597784687,0.139936,0.268,0.0106
2019-03-18 23:21:13,0.1583328841,0.09715,0.205023506513,0.144173,0.234,0.0961
2019-08-06 03:28:19,0.1734562914,0.08525,0.2568188286863,0.152407,0.286,0.0832
2018-05-16 11:48:15,0.1627448629,0.07772,0.2628179041819,0.142106,0.268,0.084
2018-03-06 06:16:36,0.1648329053,0.12275,0.2718323144358,0.157513,0.171,0.0612
2018-05-29 05:57:34,0.1877348338,0.09859,0.2357288232363,0.154778,0.326,0.0324
2018-04-06 15:24:11,0.1606583741,0.0962,0.2656800599308,0.13233,0.391,0.0198
2018-10-18 23:04:09,0.1345567468,0.13898,0.3180433631054,0.120908,0.188,0.0499
2019-02-11 01:34:35,0.1692509429,0.144,0.1255899349502,0.151096,0.174,-0.0001
2019-07-28 00:06:52,0.1660255722,0.09186,0.233893590792,0.112504,0.218,0.0812
2019-04-25 13:01:57,0.1562689106,0.05351,0.1960981003199,0.117175,0.332,0.0518
2019-10-19 19:08:26,0.1574779255,0.05894,0.2860297728376,0.124335,0.233,0.0735
2017-12-05 08:56:40,0.1905251321,0.11175,0.1868293032905,0.130048,0.197,0.0832
2019-07-31 23:32:42,0.1430946453,0.09038,0.2152554862198,0.137952,0.184,-0.009
2018-12-07 23:58:46,0.1436358533,0.09462,0.2022293233904,0.116596,0.083,0.077
2018-09-25 21:41:22,0.1815794451,0.11237,0.1737603336728,0.110829,0.25,0.0784
2018-10-13 23:40:54,0.17702726,0.09487,0.228392500699,0.138018,0.151,0.0868
2019-07-31 11:19:58,0.1616908663,0.12431,0.2383493161835,0.13942,0.196,0.0747
2019-10-08 14:27:56,0.1553553883,0.08292,0.2522089056572,0.173206,0.208,0.0477
2019-10-25 22:32:05,0.1708808502,0.0792,0.1562811393909,0.135048,0.212,0.0466
2019-10-02 10:32:58,0.1289791818,0.05699,0.2391510252392,0.148625,0.198,0.055
2018-01-04 08:23:19,0.1585904284,0.12731,0.2489745519109,0.148428,0.228,0.0349
2018-04-09 03:16:10,0.1469538517,0.10147,0.2033817323237,0.132866,0.128,0.052
2019-09-23 14:05:42,0.1274362112,0.08459,0.2782563974671,0.159473,0.081,0.0272
2019-08-10 12:09:27,0.1403259782,0.11264,0.2009276076336,0.134204,0.115,0.057
2018-08-22 04:56:38,0.1193128139,0.10861,0.2588503895413,0.113807,0.028,0.0578
2019-04-30 04:34:46,0.1778724433,0.08731,0.2769304037579,0.136636,0.189,0.0544
2017-11-12 14:08:14,0.1594474931,0.13781,0.2555716805835,0.112737,0.278,0.038
2019-07-12 12:43:29,0.1629703056,0.06437,0.2160528458528,0.141054,0.113,0.0351
2018-08-13 01:17:37,0.1833760963,0.08347,0.226019120682,0.148279,0.272,0.0133
2019-08-30 22:42:52,0.1743326692,0.07931,0.2092176282246,0.122345,0.237,0.0048
2018-07-28 06:53:08,0.1717434199,0.07695,0.2640591170081,0.128487,0.163,0.0114
2018-10-02 11:48:02,0.1514818018,0.10711,0.2395260409281,0.132166,0.24,0.0045
2018-05-09 00:29:30,0.1721251751,0.10651,0.2039643416879,0.13373,0.236,0.0179
2019-02-20 09:13:18,0.1666922447,0.13496,0.2883880916889,0.127394,0.177,-0.0091
2018-03-16 00:00:36,0.1483068321,0.0643,0.252927768554,0.114596,0.208,0.0745
2018-06-21 17:33:02,0.1606168874,0.15121,0.2128942702256,0.148712,0.265,0.0818
2019-08-15 04:47:14,0.1248918818,0.06333,0.2556058537032,0.143183,0.209,0.0794
2019-09-14 20:29:01,0.1247830314,0.11117,0.1761122850073,0.128065,0.234,0.0417
2018-07-01 23:12:06,0.1358627624,0.07966,0.2373813757408,0.149495,0.19,0.0227
2019-05-29 16:12:52,0.1701060445,0.07953,0.220256680533,0.14878,0.327,0.0716
2018-02-01 19:35:53,0.1510222846,0.04804,0.2396094226773,0.136156,0.008,0.0667
2017-12-05 19:29:57,0.163231026,0.10001,0.2068144071443,0.156372,0.102,0.0777
2017-11-14 04:17:24,0.1608166888,0.10568,0.2549633131139,0.142167,0.313,0.0568
2019-02-27 16:37:03,0.1139502868,0.09649,0.2214738824534,0.145232,0.338,0.0354
2019-04-08 12:27:41,0.1622046476,0.12048,0.22120716355,0.135396,0.165,0.0488
2019-09-04 03:42:08,0.1739920071,0.11733,0.2192850836887,0.139695,0.273,0.0694
2019-05-29 06:32:23,0.1839597436,0.0356,0.1712877404656,0.158669,0.12,0.071
2019-05-31 23:39:24,0.1327843228,0.12724,0.2241517670208,0.126289,0.089,0.0579
2018-10-31 03:35:41,0.1718510992,0.1108,0.1934785108663,0.129992,0.144,0.0732
2018-11-12 18:03:21,0.1499476717,0.08519,0.1779333926145,0.14012,0.181,0.0566
2017-11-22 06:20:49,0.1503967114,0.06999,0.2436758309254,0.154114,0.23,0.0199
2018-07-27 00:08:33,0.1399114612,0.062,0.2051238423901,0.136353,0.321,0.051
2018-06-08 05:59:48,0.1641266786,0.1387,0.2383253479771,0.11571,0.212,0.042
2018-05-08 03:16:27,0.1723578007,0.08065,0.2418774702562,0.132151,0.242,0.0449
2018-06-03 09:23:09,0.1573246341,0.09457,0.2364379548816,0.134967,0.206,0.0549
